City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Saldanha,ZA,2021-03-24 23:23:18,-33.0117,17.9442,71.6,60,3,4.61
294,Kindersley,CA,2021-03-24 23:23:19,51.4668,-109.1682,44.6,53,90,5.75
295,Quang Ngai,VN,2021-03-24 23:23:19,15.1167,108.8,73.62,90,100,1.57
296,Laguna,US,2021-03-24 23:23:19,38.421,-121.4238,70.0,16,1,3.58
297,Villa Carlos Paz,AR,2021-03-24 23:23:20,-31.4241,-64.4978,71.01,90,55,8.01
298,Erzin,TR,2021-03-24 23:23:20,36.9559,36.2,55.0,59,86,25.01
299,Manokwari,ID,2021-03-24 23:23:20,-0.8667,134.0833,79.5,80,100,3.09
300,Bilma,NE,2021-03-24 23:23:21,18.6853,12.9164,74.3,9,1,17.34
301,Verkhnevilyuysk,RU,2021-03-24 23:23:21,63.4453,120.3167,-16.4,100,100,2.59
302,Dunedin,NZ,2021-03-24 23:23:21,-45.8742,170.5036,57.0,91,100,1.01
303,Khorixas,NA,2021-03-24 23:23:22,-20.3667,14.9667,71.92,67,27,4.88
304,San Juan,AR,2021-03-24 23:23:22,-31.5375,-68.5364,77.76,37,0,10.02
305,Merauke,ID,2021-03-24 23:23:22,-8.4667,140.3333,79.92,84,87,7.2
306,Progreso,MX,2021-03-24 23:23:22,21.2833,-89.6667,98.6,30,75,11.5
307,Ouadda,CF,2021-03-24 23:23:23,8.0777,22.4007,71.17,69,81,3.06
308,Naze,JP,2021-03-24 23:23:23,28.3667,129.4833,66.2,82,75,9.22
309,Arlit,NE,2021-03-24 23:23:23,18.7369,7.3853,75.4,12,29,10.94
310,Hof,DE,2021-03-24 23:23:24,50.3167,11.9167,37.99,74,5,5.01
311,Mbala,ZM,2021-03-24 23:23:24,-8.8402,31.3659,59.52,95,90,6.51
312,Constitucion,CL,2021-03-24 23:23:24,-35.3333,-72.4167,56.5,78,8,15.66
313,Kongolo,CD,2021-03-24 23:23:25,-5.3833,27.0,69.51,96,100,2.3
314,Ahipara,NZ,2021-03-24 23:23:25,-35.1667,173.1667,69.84,52,0,1.36
315,Chuncheng,CN,2021-03-24 23:23:25,22.1731,111.7886,73.99,49,99,0.74
316,Bongandanga,CD,2021-03-24 23:23:26,1.5,21.05,70.16,99,100,2.86
317,Ilulissat,GL,2021-03-24 23:23:26,69.2167,-51.1,-2.2,71,90,10.36
318,Prince Rupert,CA,2021-03-24 23:23:26,54.3161,-130.3201,42.8,75,90,14.97
319,Sisimiut,GL,2021-03-24 23:23:26,66.9395,-53.6735,0.45,92,100,12.1
320,Magadi,IN,2021-03-24 23:23:27,12.9667,77.2333,69.8,73,40,2.3
321,Itoman,JP,2021-03-24 23:23:27,26.1247,127.6694,68.0,73,20,13.8
322,Kindu,CD,2021-03-24 23:23:27,-2.95,25.95,69.82,97,93,2.39
323,Luganville,VU,2021-03-24 23:23:28,-15.5333,167.1667,82.15,78,99,7.4
324,Victoria,HK,2021-03-24 23:19:14,22.2855,114.1577,71.01,81,0,3.0
325,Santander,ES,2021-03-24 23:23:28,43.4647,-3.8044,52.0,82,75,4.61
326,Dawlatabad,AF,2021-03-24 23:23:28,36.4141,64.9053,66.74,41,97,2.15
327,Lamar,US,2021-03-24 23:23:29,33.6668,-95.5836,75.99,41,1,13.8
328,Pali,IN,2021-03-24 23:21:45,25.7667,73.3333,70.56,22,34,7.25
329,Srednekolymsk,RU,2021-03-24 23:23:29,67.45,153.6833,-3.87,90,100,3.04
330,Catabola,AO,2021-03-24 23:23:29,-12.15,17.2833,62.98,94,100,2.95
331,Uttarkashi,IN,2021-03-24 23:23:30,30.7333,78.45,50.83,33,19,8.21
332,Shirokiy,RU,2021-03-24 23:23:30,49.758,129.523,25.0,73,42,6.98
333,Saskylakh,RU,2021-03-24 23:23:30,71.9167,114.0833,-6.43,93,100,7.87
334,Muros,ES,2021-03-24 23:23:31,42.7762,-9.0603,48.0,85,92,4.85
335,Namibe,AO,2021-03-24 23:23:31,-15.1961,12.1522,72.82,80,100,3.49
336,Iquique,CL,2021-03-24 23:23:31,-20.2208,-70.1431,69.8,56,0,18.41
337,Wahpeton,US,2021-03-24 23:19:06,46.2652,-96.6059,46.4,49,1,16.11
338,Xining,CN,2021-03-24 23:23:32,36.6167,101.7667,38.91,36,100,1.88
339,Fort Nelson,CA,2021-03-24 23:23:32,58.8053,-122.7002,21.2,53,75,6.91
340,Faya,SA,2021-03-24 23:23:32,18.3851,42.4509,60.8,55,0,2.86
341,Pailon,BO,2021-03-24 23:23:32,-17.65,-62.75,77.0,78,40,5.75
342,Sao Gabriel Da Cachoeira,BR,2021-03-24 23:23:33,-0.1303,-67.0892,75.92,87,97,2.37
343,Nileshwar,IN,2021-03-24 23:23:33,12.25,75.1,79.38,84,49,3.47
344,Fez,MA,2021-03-24 23:23:33,34.0372,-4.9998,50.0,87,0,6.91
345,Syamzha,RU,2021-03-24 23:23:34,60.0158,41.0614,34.36,94,97,9.86
346,Akmene,LT,2021-03-24 23:23:34,56.25,22.75,37.4,87,90,10.36
347,Susaki,JP,2021-03-24 23:23:34,33.3667,133.2833,55.4,88,75,5.75
348,Mandalgovi,MN,2021-03-24 23:23:35,45.7625,106.2708,38.1,25,100,8.81
349,Nogales,MX,2021-03-24 23:23:35,31.3086,-110.9422,59.0,33,90,10.36
350,Zaoyang,CN,2021-03-24 23:23:35,32.1272,112.7542,53.94,81,0,8.03
351,Lima,PE,2021-03-24 23:19:05,-12.0432,-77.0282,73.99,68,0,11.5
352,Porto Torres,IT,2021-03-24 23:23:36,40.835,8.3972,41.0,93,0,1.14
353,Yarada,IN,2021-03-24 23:23:36,17.65,83.2667,73.4,88,2,2.3
354,Samut Sakhon,TH,2021-03-24 23:23:36,13.5833,100.3,86.0,83,20,5.75
355,Koumac,NC,2021-03-24 23:23:36,-20.5667,164.2833,82.58,64,43,6.62
356,Poronaysk,RU,2021-03-24 23:23:37,49.2167,143.1167,23.36,73,28,3.42
357,Beisfjord,NO,2021-03-24 23:23:37,68.3751,17.5988,37.4,93,90,21.85
358,Coquimbo,CL,2021-03-24 23:23:16,-29.9533,-71.3436,62.6,77,20,9.22
359,Bacalar,MX,2021-03-24 23:23:38,18.6667,-88.3833,84.2,70,20,13.8
360,Togul,RU,2021-03-24 23:23:38,53.465,85.9128,25.39,92,100,13.71
361,Uni,RU,2021-03-24 23:23:38,57.7535,51.4923,29.68,97,100,7.31
362,Dutlwe,BW,2021-03-24 23:23:38,-23.9833,23.9,69.76,71,79,7.87
363,Qiryat Shemona,IL,2021-03-24 23:23:39,33.2073,35.5721,59.0,51,75,20.71
364,Williamsport,US,2021-03-24 23:23:39,41.2412,-77.0011,55.4,94,90,6.91
365,Kalmunai,LK,2021-03-24 23:23:39,7.4167,81.8167,77.45,86,96,1.61
366,Pimampiro,EC,2021-03-24 23:23:40,0.4,-77.9667,62.85,86,100,0.92
367,Taoudenni,ML,2021-03-24 23:23:40,22.6783,-3.9836,70.3,12,0,12.73
368,Awbari,LY,2021-03-24 23:22:07,26.5921,12.7805,52.47,30,0,5.35
369,Laranjeiras Do Sul,BR,2021-03-24 23:23:40,-25.4078,-52.4161,63.91,97,88,2.53
370,Pinillos,CO,2021-03-24 23:23:41,8.9193,-74.4677,83.39,68,97,2.68
371,Paris,FR,2021-03-24 23:19:04,48.8534,2.3488,48.2,76,75,2.3
372,Mayor Pablo Lagerenza,PY,2021-03-24 23:23:41,-19.9309,-60.7718,81.28,51,80,5.75
373,Parrita,CR,2021-03-24 23:23:27,9.5201,-84.3225,77.0,73,75,8.05
374,San Quintin,MX,2021-03-24 23:23:41,30.4833,-115.95,60.28,65,0,10.07
375,Gorontalo,ID,2021-03-24 23:19:03,0.5412,123.0595,76.39,93,100,2.86
376,Bouafle,CI,2021-03-24 23:23:42,6.9904,-5.7442,78.8,78,0,4.61
377,Jinka,ET,2021-03-24 23:23:42,5.65,36.65,65.91,28,16,2.51
378,Surgut,RU,2021-03-24 23:23:42,61.25,73.4167,26.6,100,40,4.47
379,Katsuura,JP,2021-03-24 23:23:43,35.1333,140.3,62.01,62,100,3.0
380,Coffs Harbour,AU,2021-03-24 23:20:46,-30.3,153.1333,75.2,57,0,8.05
381,Husavik,IS,2021-03-24 23:23:43,66.0449,-17.3389,33.8,55,75,8.05
382,Ruteng,ID,2021-03-24 23:23:44,-8.6136,120.4721,64.83,90,41,0.98
383,Pevek,RU,2021-03-24 23:23:44,69.7008,170.3133,-14.03,92,100,3.47
384,Nemuro,JP,2021-03-24 23:23:44,43.3236,145.575,37.18,91,100,10.94
385,Hurricane,US,2021-03-24 23:23:44,37.1753,-113.2899,63.0,16,1,10.36
386,Mukhen,RU,2021-03-24 23:23:45,48.1,136.1,27.54,62,2,3.11
387,Lahij,YE,2021-03-24 23:23:45,13.1667,44.5833,72.59,26,10,2.53
388,Idar,DE,2021-03-24 23:23:45,49.7167,7.3,44.6,65,0,10.36
389,Vigrestad,NO,2021-03-24 23:23:46,58.5667,5.7,42.01,92,16,12.1
390,Klyuchi,RU,2021-03-24 23:23:46,52.2667,79.1667,22.42,91,100,7.81
391,Port Augusta,AU,2021-03-24 23:23:46,-32.5,137.7667,64.4,63,1,12.66
392,Rivers,CA,2021-03-24 23:23:47,50.0308,-100.2403,33.8,34,20,9.22
393,Shingu,JP,2021-03-24 23:23:47,33.7333,135.9833,53.6,87,75,8.05
394,Batavia,US,2021-03-24 23:23:47,41.85,-88.3126,55.0,82,90,16.11
395,Ancud,CL,2021-03-24 23:23:48,-41.8697,-73.8203,55.99,62,0,8.05
396,Belmonte,BR,2021-03-24 23:23:48,-15.8631,-38.8828,78.8,73,0,10.36
397,Dhidhdhoo,MV,2021-03-24 23:23:48,6.8833,73.1,82.69,73,100,5.75
398,Ormara,PK,2021-03-24 23:23:49,25.2088,64.6357,75.36,64,0,8.66
399,Imbituva,BR,2021-03-24 23:23:02,-25.23,-50.6044,69.8,77,52,1.39
400,Amarillo,US,2021-03-24 23:22:35,35.222,-101.8313,36.0,93,90,9.22
401,Muroto,JP,2021-03-24 23:23:49,33.2833,134.15,55.4,88,75,5.75
402,Kieta,PG,2021-03-24 23:19:17,-6.2167,155.6333,83.61,69,98,2.73
403,Dovolnoye,RU,2021-03-24 23:23:50,54.4958,79.6671,26.15,95,100,12.39
404,Kamaishi,JP,2021-03-24 23:23:50,39.2667,141.8833,44.6,81,0,2.3
405,Uyuni,BO,2021-03-24 23:23:20,-20.4597,-66.825,52.99,60,66,9.57
406,Ust-Ishim,RU,2021-03-24 23:23:50,57.6935,71.1665,28.42,97,100,7.7
407,Tual,ID,2021-03-24 23:23:51,-5.6667,132.75,83.03,74,100,1.68
408,Tonisvorst,DE,2021-03-24 23:23:51,51.3167,6.45,46.99,87,99,4.27
409,Saint-Philippe,RE,2021-03-24 23:23:51,-21.3585,55.7679,77.0,78,0,5.75
410,Lompoc,US,2021-03-24 23:23:51,34.6391,-120.4579,63.0,42,20,14.97
411,Vredendal,ZA,2021-03-24 23:23:52,-31.6683,18.5012,74.97,51,18,1.36
412,Jalu,LY,2021-03-24 23:23:52,29.0331,21.5482,51.89,50,1,9.37
413,Mudgee,AU,2021-03-24 23:23:53,-32.5943,149.5871,64.4,72,90,16.11
414,Kulykiv,UA,2021-03-24 23:23:53,50.3142,24.8176,30.99,84,4,1.01
415,Nuqui,CO,2021-03-24 23:23:53,5.7125,-77.2708,80.1,79,82,5.32
416,Santiago,CL,2021-03-24 23:22:07,-33.4569,-70.6483,73.4,43,0,6.91
417,Rocha,UY,2021-03-24 23:23:54,-34.4833,-54.3333,63.72,84,12,7.25
418,Kushiro,JP,2021-03-24 23:18:56,42.975,144.3747,41.0,81,75,5.75
419,Lorengau,PG,2021-03-24 23:23:54,-2.0226,147.2712,81.45,78,100,6.31
420,Koshurnikovo,RU,2021-03-24 23:23:54,54.1667,93.3,12.81,95,87,3.4
421,Mattawa,US,2021-03-24 23:23:55,46.7379,-119.9028,55.4,44,1,21.85
422,San Francisco,US,2021-03-24 23:21:15,37.7749,-122.4194,64.0,55,75,18.41
423,Aksarka,RU,2021-03-24 23:23:55,66.5606,67.7975,8.62,93,59,8.93
424,Kloulklubed,PW,2021-03-24 23:23:55,7.0419,134.2556,82.4,83,75,11.5
425,Kvarkeno,RU,2021-03-24 23:23:56,52.0833,59.725,8.29,99,81,0.69
426,Nouadhibou,MR,2021-03-24 23:23:56,20.931,-17.0347,64.4,94,75,13.8
427,Inhambane,MZ,2021-03-24 23:21:02,-23.865,35.3833,70.65,81,18,7.07
428,Luebo,CD,2021-03-24 23:23:56,-5.35,21.4167,70.36,96,94,1.34
429,Garissa,KE,2021-03-24 23:20:39,-0.4536,39.6401,80.46,67,2,10.42
430,Sakakah,SA,2021-03-24 23:23:57,29.9697,40.2064,62.6,19,0,12.66
431,Hare Bay,CA,2021-03-24 23:23:57,48.8499,-54.0148,32.0,80,100,1.14
432,Hit,IQ,2021-03-24 23:23:57,33.6416,42.8251,65.75,32,83,18.72
433,Cap Malheureux,MU,2021-03-24 23:23:58,-19.9842,57.6142,77.0,87,76,9.04
434,Karratha,AU,2021-03-24 23:23:58,-20.7377,116.8463,81.84,63,6,5.3
435,Starkville,US,2021-03-24 23:20:59,33.4504,-88.8184,71.6,64,1,6.91
436,Umba,RU,2021-03-24 23:23:58,66.6871,34.3429,33.64,85,79,17.69
437,Voi,KE,2021-03-24 23:23:59,-3.3945,38.563,71.78,81,23,3.4
438,San Carlos De Bariloche,AR,2021-03-24 23:21:24,-41.1456,-71.3082,55.4,14,20,5.75
439,Karaton,ID,2021-03-24 23:23:59,-6.3424,106.1045,82.0,88,20,2.3
440,Tuatapere,NZ,2021-03-24 23:23:59,-46.1333,167.6833,60.01,77,7,5.01
441,Zalantun,CN,2021-03-24 23:24:00,48.0,122.7167,36.12,78,70,3.51
442,Sai Buri,TH,2021-03-24 23:24:00,6.7013,101.6168,75.63,90,99,5.41
443,San Luis,AR,2021-03-24 23:24:01,-33.295,-66.3356,67.86,59,52,2.26
444,Okhotsk,RU,2021-03-24 23:24:01,59.3833,143.3,0.91,85,71,4.81
445,Eyrarbakki,IS,2021-03-24 23:24:01,63.863,-21.1481,30.2,93,75,10.36
446,Mount Isa,AU,2021-03-24 23:19:30,-20.7333,139.5,82.4,39,75,12.66
447,Guilin,CN,2021-03-24 23:24:02,25.2819,110.2864,59.0,82,75,2.75
448,Ust-Maya,RU,2021-03-24 23:24:02,60.4167,134.5333,-11.54,99,100,0.85
449,Tiksi,RU,2021-03-24 23:24:02,71.6872,128.8694,-24.99,97,66,4.32
450,Bac Lieu,VN,2021-03-24 23:23:15,9.285,105.7244,79.88,79,96,16.42
451,Chapais,CA,2021-03-24 23:24:03,49.7834,-74.8492,48.2,46,90,5.75
452,Poso,ID,2021-03-24 23:19:19,-1.3959,120.7524,81.0,75,100,3.78
453,Evensk,RU,2021-03-24 23:24:03,61.95,159.2333,11.17,92,100,4.63
454,Belyy Yar,RU,2021-03-24 23:24:03,53.6039,91.3903,28.4,46,0,13.42
455,Acapulco,MX,2021-03-24 23:20:56,16.8634,-99.8901,82.4,65,40,8.05
456,Adrar,MR,2021-03-24 23:24:04,20.5022,-10.0711,74.26,11,0,12.41
457,Huaicheng,CN,2021-03-24 23:24:04,23.9051,112.1931,63.48,81,13,2.24
458,Paamiut,GL,2021-03-24 23:24:04,61.994,-49.6678,12.81,85,100,5.86
459,Encruzilhada Do Sul,BR,2021-03-24 23:24:05,-30.5439,-52.5219,64.78,89,67,7.38
460,Araguacu,BR,2021-03-24 23:24:05,-12.9306,-49.8264,77.76,71,99,4.59
461,La Rioja,ES,2021-03-24 23:23:21,42.25,-2.5,51.01,81,0,8.05
462,Cayenne,GF,2021-03-24 23:24:05,4.9333,-52.3333,81.0,78,35,4.61
463,Palana,RU,2021-03-24 23:24:06,59.1167,159.9667,12.07,82,97,9.82
464,Praia,CV,2021-03-24 23:19:14,14.9215,-23.5087,68.0,77,0,17.27
465,Portland,US,2021-03-24 23:22:35,45.5234,-122.6762,48.2,71,90,10.36
466,Vadso,NO,2021-03-24 23:24:06,70.0744,29.7487,37.4,70,40,17.27
467,Buraydah,SA,2021-03-24 23:24:06,26.326,43.975,77.0,36,0,10.36
468,Ambilobe,MG,2021-03-24 23:24:07,-13.2,49.05,75.58,92,92,1.19
469,Boqueirao,BR,2021-03-24 23:24:07,-7.5,-36.1333,71.6,100,75,8.05
470,Velikiy Ustyug,RU,2021-03-24 23:24:07,60.7644,46.3106,34.92,93,100,11.36
471,Panuco,MX,2021-03-24 23:24:08,22.05,-98.1667,80.6,74,40,18.41
472,La Ronge,CA,2021-03-24 23:24:08,55.1001,-105.2842,24.8,58,100,12.66
473,Teguldet,RU,2021-03-24 23:24:08,57.3064,88.1667,24.33,93,100,11.72
474,Jumla,NP,2021-03-24 23:24:08,29.2747,82.1838,32.86,74,6,6.04
475,Vestmannaeyjar,IS,2021-03-24 23:24:09,63.4427,-20.2734,36.12,54,100,6.38
476,Tura,IN,2021-03-24 23:24:09,25.5198,90.2201,71.62,25,47,3.56
477,Benguela,AO,2021-03-24 23:24:09,-12.5763,13.4055,78.6,80,100,1.5
478,Indramayu,ID,2021-03-24 23:24:10,-6.3264,108.32,78.42,84,98,2.28
479,San Diego De La Union,MX,2021-03-24 23:24:10,21.4667,-100.8667,82.0,9,97,11.01
480,Mnogovershinnyy,RU,2021-03-24 23:24:10,53.9353,139.9242,10.76,66,4,5.23
481,Sri Aman,MY,2021-03-24 23:24:11,1.2376,111.4621,73.4,100,100,0.67
482,Tazovskiy,RU,2021-03-24 23:24:11,67.4667,78.7,4.1,99,92,7.36
483,Tigil,RU,2021-03-24 23:24:11,57.8,158.6667,13.37,84,63,9.26
484,Saint-Pierre,RE,2021-03-24 23:19:52,-21.3393,55.4781,77.0,78,0,5.75
485,Shellbrook,CA,2021-03-24 23:20:16,53.2168,-106.4011,33.8,75,90,17.27
486,Meadow Lake,US,2021-03-24 23:24:12,34.8014,-106.5436,41.0,52,75,21.85
487,Bereda,ES,2021-03-24 23:24:12,43.2686,-7.5406,43.0,98,87,1.01
488,Samarai,PG,2021-03-24 23:23:11,-10.6167,150.6667,83.3,71,99,5.46
489,Shenzhen,CN,2021-03-24 23:21:22,22.5455,114.0683,70.0,93,0,5.44
490,Warwick,US,2021-03-24 23:20:12,41.7001,-71.4162,54.0,82,90,4.61
491,Daru,PG,2021-03-24 23:24:13,-9.0763,143.2092,80.89,83,100,2.26
492,Sungurlu,TR,2021-03-24 23:24:13,40.1675,34.3739,28.38,72,100,11.72
493,Igarka,RU,2021-03-24 23:24:13,67.4667,86.5833,21.33,95,100,10.56
494,Mezhova,UA,2021-03-24 23:24:14,48.2532,36.7347,32.02,98,100,11.72
495,Neryungri,RU,2021-03-24 23:24:14,56.6709,124.6491,11.88,95,100,2.55
496,Changtu,CN,2021-03-24 23:24:14,42.7788,124.0955,47.32,41,82,19.8
497,Praia Da Vitoria,PT,2021-03-24 23:24:12,38.7333,-27.0667,53.6,82,0,3.69
498,Stonewall,CA,2021-03-24 23:24:15,50.1344,-97.3268,37.0,51,20,12.66
499,Figeac,FR,2021-03-24 23:24:15,44.75,1.9167,42.01,70,0,3.44
500,Corn Island,NI,2021-03-24 23:24:15,12.1694,-83.0418,80.26,73,11,14.81
501,Tahara,JP,2021-03-24 23:24:15,34.6667,137.2667,55.99,88,100,7.43
502,Sur,OM,2021-03-24 23:23:20,22.5667,59.5289,76.15,59,0,8.21
503,Ipixuna,BR,2021-03-24 23:24:16,-1.7625,-48.8043,77.0,94,75,5.75
504,Nyagan,RU,2021-03-24 23:24:16,62.1406,65.3936,13.28,97,89,3.58
505,Abu Samrah,SY,2021-03-24 23:24:16,35.3029,37.1841,48.29,64,2,25.86
506,Duncan,US,2021-03-24 23:24:17,34.5023,-97.9578,55.99,62,90,6.91
507,Heihe,CN,2021-03-24 23:22:03,50.2441,127.4902,35.6,51,40,4.47
508,Quatre Cocos,MU,2021-03-24 23:24:17,-20.2078,57.7625,77.0,94,20,5.75
509,Nicoya,CR,2021-03-24 23:24:17,10.1483,-85.452,87.8,55,20,9.22
510,Fort Frances,CA,2021-03-24 23:21:49,48.5999,-93.4003,43.0,60,90,11.5
511,Kayes,ML,2021-03-24 23:24:18,14.0,-11.0,92.8,13,44,7.83
512,Vila Velha,BR,2021-03-24 23:24:18,-20.3297,-40.2925,78.8,83,40,2.3
513,Georgiyevka,KZ,2021-03-24 23:24:19,43.0369,74.7114,44.6,70,88,13.42
514,Buenos Aires,AR,2021-03-24 23:23:17,-34.6132,-58.3772,75.0,78,0,6.91
515,Texarkana,US,2021-03-24 23:24:19,33.4251,-94.0477,78.8,34,40,8.05
516,Sept-Iles,CA,2021-03-24 23:23:35,50.2001,-66.3821,37.99,41,75,21.85
517,Soyo,AO,2021-03-24 23:24:19,-6.1349,12.3689,79.14,79,100,7.27
518,Villa Maria,AR,2021-03-24 23:24:20,-32.4075,-63.2402,72.0,94,85,1.99
519,Olinda,BR,2021-03-24 23:22:35,-8.0089,-34.8553,78.8,69,75,9.22
520,Mawlaik,MM,2021-03-24 23:24:20,23.6333,94.4167,70.86,40,2,0.92
521,Iquitos,PE,2021-03-24 23:23:26,-3.7481,-73.2472,80.6,83,40,1.14
522,Hurghada,EG,2021-03-24 23:22:22,27.2574,33.8129,66.2,26,0,16.11
523,Erdenet,MN,2021-03-24 23:24:21,49.0333,104.0833,33.35,50,100,3.44
524,Clarence Town,AU,2021-03-24 23:24:21,-32.5833,151.7833,73.99,64,0,18.41
525,Bathsheba,BB,2021-03-24 23:21:11,13.2167,-59.5167,78.8,57,20,18.41
526,Rabo De Peixe,PT,2021-03-24 23:24:21,37.8,-25.5833,55.4,76,20,10.36
527,Taksimo,RU,2021-03-24 23:24:22,56.3444,114.8794,10.74,91,61,2.8
528,Mayumba,GA,2021-03-24 23:24:22,-3.432,10.6554,77.02,79,100,4.72
529,Hami,CN,2021-03-24 23:24:22,42.8,93.45,45.59,44,93,11.56
530,Matagami,CA,2021-03-24 23:24:23,49.7502,-77.6328,46.4,46,90,5.75
531,Kudahuvadhoo,MV,2021-03-24 23:24:23,2.6708,72.8944,80.19,77,99,5.55
532,Flin Flon,CA,2021-03-24 23:24:23,54.7682,-101.865,21.2,42,90,11.5
533,Tinskoy,RU,2021-03-24 23:24:23,56.1525,96.9161,29.52,73,94,15.46
534,Porto Empedocle,IT,2021-03-24 23:24:24,37.2934,13.5264,42.01,85,0,6.91
535,Saint-Marc,HT,2021-03-24 23:24:24,19.1082,-72.6938,79.97,67,14,6.87
536,Narrabri,AU,2021-03-24 23:24:24,-30.3167,149.7833,70.0,68,1,3.44
537,Veraval,IN,2021-03-24 23:24:25,20.9,70.3667,78.94,42,0,11.16
538,Vagur,FO,2021-03-24 23:24:25,61.4732,-6.8119,42.69,75,28,15.82
539,Manzanillo,CU,2021-03-24 23:24:25,20.3433,-77.1167,82.4,62,29,6.31
540,Nosy Varika,MG,2021-03-24 23:24:25,-20.5833,48.5333,73.94,94,85,7.29
541,Nizwa,OM,2021-03-24 23:24:26,22.9333,57.5333,70.27,53,3,1.77
542,Balakhta,RU,2021-03-24 23:24:26,55.38,91.6,23.23,78,96,12.93
543,Labuhan,ID,2021-03-24 23:24:26,-6.8844,112.2051,77.9,85,100,4.07
544,Butembo,CD,2021-03-24 23:24:27,0.15,29.2833,60.55,72,77,3.6
545,Torshavn,FO,2021-03-24 23:24:27,62.0097,-6.7716,39.2,87,20,8.05
546,Viedma,AR,2021-03-24 23:24:27,-40.8135,-62.9967,61.72,56,100,13.71
547,Pingzhuang,CN,2021-03-24 23:24:28,42.0372,119.2889,45.93,36,17,6.82
548,Tocopilla,CL,2021-03-24 23:24:28,-22.092,-70.1979,69.64,74,41,7.07
549,High Level,CA,2021-03-24 23:24:28,58.5169,-117.136,17.6,53,1,8.05
550,Hofn,IS,2021-03-24 23:24:28,64.2539,-15.2082,36.66,72,100,9.17
551,Manono,CD,2021-03-24 23:24:29,-7.3,27.4167,67.06,95,100,3.02
552,Port Blair,IN,2021-03-24 23:24:29,11.6667,92.75,80.6,79,10,3.98
553,Mannarakkat,IN,2021-03-24 23:24:29,10.9833,76.4667,78.8,78,20,2.71
554,Ugoofaaru,MV,2021-03-24 23:24:30,5.6667,73.0,82.63,70,80,0.76
555,Anadyr,RU,2021-03-24 23:24:30,64.75,177.4833,8.6,78,40,17.9
556,Ulladulla,AU,2021-03-24 23:24:30,-35.35,150.4667,75.2,57,75,14.97
557,Ingham,US,2021-03-24 23:24:30,42.6,-84.3833,63.0,51,90,11.5
558,Atambua,ID,2021-03-24 23:24:31,-9.1061,124.8925,75.85,85,39,2.15
559,Pacific Grove,US,2021-03-24 23:24:31,36.6177,-121.9166,64.4,39,1,9.22
560,Kamenka,RU,2021-03-24 23:24:31,51.3223,42.7678,34.0,93,100,1.99
561,Sinop,TR,2021-03-24 23:22:23,41.7711,34.8709,23.61,87,98,4.18
562,Blackwater,AU,2021-03-24 23:24:32,-23.5833,148.8833,81.88,36,0,6.04
563,Roald,NO,2021-03-24 23:24:32,62.5833,6.1333,41.0,75,90,13.8
564,Nkhata Bay,MW,2021-03-24 23:24:32,-11.6066,34.2907,71.65,88,92,6.8
565,Bukama,CD,2021-03-24 23:24:33,-9.2,25.85,68.67,94,66,2.13
566,Borovoy,RU,2021-03-24 23:24:33,55.4333,86.0833,24.8,80,75,15.66
567,Mirzapur,IN,2021-03-24 23:24:33,25.15,82.5833,74.05,28,38,6.89
568,Gold Coast,AU,2021-03-24 23:24:34,-28.0,153.4333,80.01,50,0,5.75
569,Ambagarh Chauki,IN,2021-03-24 23:24:34,20.7833,80.7167,74.93,30,6,5.01
570,Esterhazy,CA,2021-03-24 23:24:34,50.65,-102.0843,37.4,52,24,13.8
571,Maungaturoto,NZ,2021-03-24 23:24:34,-36.1,174.3667,70.0,73,0,3.29
572,College,US,2021-03-24 23:24:35,64.8569,-147.8028,24.01,79,90,5.75
573,Biak,ID,2021-03-24 23:24:35,-0.9131,122.8766,77.25,83,100,0.72
574,Bandundu,CD,2021-03-24 23:24:35,-3.3167,17.3667,69.62,96,100,2.51
575,Shenjiamen,CN,2021-03-24 23:24:36,29.9576,122.298,52.2,85,2,8.19
576,Deogarh,IN,2021-03-24 23:24:36,21.5333,84.7333,74.64,31,2,3.02
577,Campbell River,CA,2021-03-24 23:24:36,50.0163,-125.2446,46.99,81,90,4.61
578,Kushmurun,KZ,2021-03-24 23:24:36,52.4503,64.6311,7.32,97,32,5.26
579,Noumea,NC,2021-03-24 23:22:11,-22.2763,166.4572,84.2,58,0,9.22
580,Tiznit,MA,2021-03-24 23:24:37,29.5833,-9.5,65.25,25,0,3.94
581,Ouangani,YT,2021-03-24 23:24:37,-12.8464,45.1361,78.8,89,0,4.61
