City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Sant Julia De Loria,42.4625,1.4825,48.99,79,64,1.03,AD,broken clouds
348,Bandar-E Lengeh,26.5579,54.8807,80.1,43,33,8.16,IR,scattered clouds
349,Chokurdakh,70.6333,147.9167,-2.42,88,100,5.64,RU,overcast clouds
350,Marsh Harbour,26.5412,-77.0636,76.95,69,0,14.92,BS,clear sky
351,Providencia,28.7167,-111.5833,80.01,27,0,11.99,MX,clear sky
352,Monte Azul,-15.155,-42.8747,79.86,25,44,3.67,BR,scattered clouds
353,Margate,51.3813,1.3862,46.99,70,100,1.99,GB,overcast clouds
354,Avera,33.194,-82.5271,84.2,61,40,11.5,US,scattered clouds
355,Monte Patria,-30.6919,-70.9467,81.41,24,0,7.18,CL,clear sky
356,Harvard,42.4222,-88.6137,55.0,78,100,5.01,US,overcast clouds
357,Yining,29.0361,114.5636,56.03,92,0,1.1,CN,clear sky
358,Alihe,50.5667,123.7167,32.05,97,100,9.13,CN,overcast clouds
359,Meadow Lake,34.8014,-106.5436,60.01,22,20,14.97,US,few clouds
360,Vzmorye,54.6961,20.2361,41.0,87,40,8.95,RU,scattered clouds
361,Grindavik,63.8424,-22.4338,30.2,100,90,35.68,IS,snow
362,Moerai,-22.4333,-151.3333,81.5,73,7,19.89,PF,clear sky
363,Malanje,-9.5402,16.341,63.97,94,79,3.04,AO,broken clouds
364,Auki,-8.7676,160.7034,81.18,79,61,4.14,SB,broken clouds
365,Kavaratti,10.5669,72.642,82.96,77,100,4.7,IN,overcast clouds
366,Saint-Pierre,-21.3393,55.4781,77.0,88,90,4.61,RE,overcast clouds
367,Tateyama,34.9833,139.8667,63.0,68,100,5.99,JP,overcast clouds
368,Kushmurun,52.4503,64.6311,27.81,98,100,3.51,KZ,overcast clouds
369,Brazii,44.7667,26.35,45.0,61,0,2.3,RO,clear sky
370,Rio Gallegos,-51.6226,-69.2181,68.0,37,40,28.77,AR,scattered clouds
371,Arona,28.0996,-16.681,69.8,43,20,9.22,ES,few clouds
372,Pacifica,37.6138,-122.4869,64.0,42,1,6.91,US,clear sky
373,Samarai,-10.6167,150.6667,83.05,77,47,13.4,PG,scattered clouds
374,Seymchan,62.8833,152.4333,-15.83,99,90,0.54,RU,overcast clouds
375,Keti Bandar,24.1447,67.4497,77.63,72,100,14.7,PK,overcast clouds
376,Baruun-Urt,46.6806,113.2792,28.69,58,100,27.92,MN,overcast clouds
377,Hamilton,39.1834,-84.5333,73.99,40,1,6.91,US,clear sky
378,Flinders,-34.5833,150.8552,60.01,86,14,1.01,AU,few clouds
379,Tadine,-21.55,167.8833,79.83,76,2,11.14,NC,clear sky
380,Jumla,29.2747,82.1838,44.24,60,0,4.56,NP,clear sky
381,Srivardhan,18.0333,73.0167,82.69,42,13,1.77,IN,few clouds
382,Iquitos,-3.7481,-73.2472,84.2,74,75,9.22,PE,broken clouds
383,Hirson,49.9226,4.0826,44.01,73,84,5.01,FR,broken clouds
384,Inta,66.0317,60.1659,21.88,91,100,16.69,RU,overcast clouds
385,Padang,-0.9492,100.3543,77.0,100,90,3.44,ID,overcast clouds
386,Catuday,16.2923,119.8062,79.25,74,40,5.17,PH,scattered clouds
387,Udachnyy,66.4167,112.4,-11.16,100,96,3.44,RU,overcast clouds
388,Karrapur,23.95,78.85,78.58,21,0,3.38,IN,clear sky
389,Sobolevo,54.4299,31.8996,31.21,98,80,4.99,RU,broken clouds
390,Thinadhoo,0.5333,72.9333,83.16,74,100,12.21,MV,overcast clouds
391,Nicoya,10.1483,-85.452,91.4,35,20,25.32,CR,few clouds
392,Balila,32.3881,35.9351,46.4,71,40,3.4,JO,scattered clouds
393,Bodden Town,19.2833,-81.25,86.0,58,20,11.5,KY,few clouds
394,Dawlatabad,36.4141,64.9053,63.03,80,99,9.24,AF,overcast clouds
395,Tabuk,17.4189,121.4443,71.49,92,47,3.58,PH,scattered clouds
396,Prince Rupert,54.3161,-130.3201,42.8,87,90,21.85,CA,moderate rain
397,Slave Lake,55.2834,-114.769,42.8,52,90,4.61,CA,overcast clouds
398,Ihosy,-22.4,46.1167,66.18,78,1,2.59,MG,clear sky
399,Bambous Virieux,-20.3428,57.7575,78.01,83,75,5.75,MU,broken clouds
400,Kang,-23.6752,22.7876,69.91,38,13,7.94,BW,few clouds
401,Severo-Kurilsk,50.6789,156.125,26.67,80,100,35.43,RU,light snow
402,Marzuq,14.4,46.4667,65.97,41,27,5.82,YE,scattered clouds
403,Cruzeiro Do Sul,-29.5128,-51.9853,75.99,91,100,1.01,BR,moderate rain
404,Yangmei,24.1023,112.5618,66.13,93,8,1.03,CN,clear sky
405,Bermeo,43.4209,-2.7215,51.01,81,0,2.3,ES,clear sky
406,West Bay,19.3667,-81.4167,86.0,58,20,11.5,KY,few clouds
407,The Valley,18.217,-63.0578,82.4,61,40,17.27,AI,scattered clouds
408,Beni,0.5,29.4667,62.58,87,99,1.97,CD,overcast clouds
409,Yumen,40.2833,97.2,45.34,40,100,5.93,CN,overcast clouds
410,Ikon-Khalk,44.3051,41.9142,38.14,75,92,10.09,RU,overcast clouds
411,Chino Valley,34.7575,-112.4538,59.0,42,0,4.0,US,clear sky
412,Ostrovnoy,68.0531,39.5131,32.04,85,92,25.01,RU,overcast clouds
413,Cali,3.4372,-76.5225,82.4,61,75,14.97,CO,broken clouds
414,Ivanivka,46.7208,34.553,43.81,78,100,6.31,UA,overcast clouds
415,Vardo,70.3705,31.1107,36.82,94,100,23.78,NO,overcast clouds
416,Hobyo,5.3505,48.5268,80.26,79,20,14.58,SO,few clouds
417,Bam,29.106,58.357,78.62,19,3,14.67,IR,clear sky
418,Maymyo,22.0333,96.4667,68.45,25,35,2.01,MM,scattered clouds
419,Chimbote,-9.0853,-78.5783,74.21,72,27,8.75,PE,scattered clouds
420,Mpongwe,-13.5091,28.155,63.81,95,100,6.76,ZM,overcast clouds
421,Gamba,-2.65,10.0,78.8,85,98,4.14,GA,light rain
422,Sakaiminato,35.55,133.2333,57.2,82,90,16.11,JP,moderate rain
423,Chuguyevka,44.1653,133.8633,36.32,88,100,3.29,RU,overcast clouds
424,Gibsons,49.3997,-123.5027,48.99,76,100,2.3,CA,overcast clouds
425,Talnakh,69.4865,88.3972,-1.37,98,72,1.52,RU,broken clouds
426,Kloulklubed,7.0419,134.2556,77.0,94,75,3.44,PW,broken clouds
427,Schweinfurt,50.05,10.2333,41.0,81,73,3.0,DE,broken clouds
428,Asfi,32.2994,-9.2372,62.4,80,72,9.53,MA,broken clouds
429,Glasgow,55.8652,-4.2576,46.4,87,90,20.71,GB,moderate rain
430,Haines Junction,60.7522,-137.5108,26.6,59,100,11.5,CA,overcast clouds
431,Praia,14.9215,-23.5087,69.8,68,20,26.46,CV,few clouds
432,Dali,25.7,100.1833,48.42,40,0,4.79,CN,clear sky
433,Mizan Teferi,6.9833,35.5833,63.66,66,99,2.59,ET,overcast clouds
434,Safaga,26.7292,33.9365,64.4,29,0,13.8,EG,clear sky
435,Kusti,13.1629,32.6635,82.17,14,3,16.13,SD,clear sky
436,Boden,65.8252,21.6886,33.8,100,90,12.66,SE,overcast clouds
437,Amga,60.8953,131.9608,23.5,97,100,3.09,RU,light snow
438,Nelson Bay,-32.7167,152.15,60.01,94,40,5.75,AU,scattered clouds
439,San Nicolas,18.1725,120.5953,76.87,80,82,3.22,PH,broken clouds
440,San Patricio,28.017,-97.5169,87.01,62,40,21.85,US,scattered clouds
441,Cidreira,-30.1811,-50.2056,75.83,80,100,5.75,BR,moderate rain
442,Amudat,1.95,34.95,69.42,60,100,5.08,UG,overcast clouds
443,Tefe,-3.3542,-64.7114,86.0,79,40,5.75,BR,moderate rain
444,Vieksniai,56.2333,22.5167,48.2,61,80,13.8,LT,broken clouds
445,Port Hedland,-20.3167,118.5667,78.8,94,29,6.91,AU,scattered clouds
446,Bubaque,11.2833,-15.8333,76.82,74,100,20.07,GW,overcast clouds
447,Campo De Criptana,39.4046,-3.1249,49.39,77,70,20.51,ES,broken clouds
448,Kyabe,9.4515,18.9449,85.55,46,79,6.58,TD,light rain
449,Rafraf,37.1904,10.1837,62.6,63,20,6.33,TN,few clouds
450,Makakilo City,21.3469,-158.0858,78.8,53,1,10.36,US,clear sky
451,Fort Nelson,58.8053,-122.7002,41.0,38,75,8.05,CA,broken clouds
452,Casimiro Castillo,19.6,-104.4333,78.8,61,20,13.8,MX,few clouds
453,Iwanai,42.9744,140.5089,35.56,84,100,8.21,JP,overcast clouds
454,Sabang,5.8933,95.3214,81.57,73,100,6.78,ID,overcast clouds
455,Viedma,-40.8135,-62.9967,71.62,20,1,13.51,AR,clear sky
456,Pocinhos,-7.0767,-36.0611,82.4,65,75,14.97,BR,broken clouds
457,Coos Bay,43.3665,-124.2179,69.01,71,1,9.22,US,clear sky
458,Golkoy,40.6875,37.6178,42.8,87,75,1.14,TR,broken clouds
459,Richards Bay,-28.783,32.0377,70.65,85,64,17.05,ZA,light rain
460,Havoysund,70.9963,24.6622,39.2,75,75,3.44,NO,broken clouds
461,Bakaly,55.1789,53.8028,30.74,91,100,12.62,RU,overcast clouds
462,Pangnirtung,66.1451,-65.7125,-7.13,87,91,1.39,CA,overcast clouds
463,Nizhniy Kuranakh,58.8353,125.4869,5.81,100,87,3.2,RU,overcast clouds
464,Saint-Andre-Avellin,45.7168,-75.066,39.2,60,90,10.36,CA,overcast clouds
465,Vao,-22.6667,167.4833,77.81,79,14,12.19,NC,few clouds
466,Umm Lajj,25.0213,37.2685,70.77,51,4,19.84,SA,clear sky
467,Capreol,46.706,-80.9225,36.0,60,90,14.97,CA,overcast clouds
468,Umba,66.6871,34.3429,33.22,94,99,9.6,RU,overcast clouds
469,Ozinki,51.1786,49.6769,32.47,99,100,6.31,RU,light snow
470,Verkhnevilyuysk,63.4453,120.3167,-1.39,99,74,3.56,RU,broken clouds
471,Ormond Beach,29.2858,-81.0559,84.2,54,1,8.05,US,clear sky
472,Nyimba,-14.5566,30.8149,67.15,93,94,1.34,ZM,light rain
473,Hegra,63.4644,11.114,36.0,93,40,5.75,NO,scattered clouds
474,Neijiang,29.5835,105.0622,60.55,65,0,4.18,CN,clear sky
475,Kalmar,56.6616,16.3616,39.99,93,75,17.27,SE,light rain
476,Dicabisagan,17.0818,122.4157,75.87,89,42,3.67,PH,scattered clouds
477,Nara,34.6851,135.8049,59.0,67,75,4.61,JP,broken clouds
478,Hanstholm,57.1167,8.6167,42.01,3,6,3.0,DK,clear sky
479,Kangaba,11.9333,-8.4167,87.24,8,3,4.83,ML,clear sky
480,Seoul,37.5683,126.9778,51.8,93,90,14.97,KR,mist
481,Kjustendil,42.2839,22.6911,43.0,58,99,2.46,BG,overcast clouds
482,Igrim,63.1906,64.4162,9.14,98,53,2.37,RU,broken clouds
483,Maracaibo,10.6317,-71.6406,86.36,50,56,11.99,VE,broken clouds
484,Faanui,-16.4833,-151.75,82.51,74,21,22.75,PF,light rain
485,Zlitan,32.4674,14.5687,60.85,55,12,13.87,LY,few clouds
486,Kholodnyy,62.7167,147.95,-19.44,99,95,0.98,RU,overcast clouds
487,Oranjemund,-28.55,16.4333,61.34,76,13,17.2,NA,few clouds
488,Lorengau,-2.0226,147.2712,80.44,82,97,7.92,PG,overcast clouds
489,Ribas Do Rio Pardo,-20.4431,-53.7592,90.43,29,78,6.53,BR,broken clouds
490,Evensk,61.95,159.2333,-3.6,85,5,7.07,RU,clear sky
491,Vostok,46.4856,135.8833,30.04,98,83,4.36,RU,broken clouds
492,Malazgirt,39.1427,42.5401,22.77,80,21,3.51,TR,few clouds
493,Kurayoshi,35.4333,133.8167,57.2,82,90,16.11,JP,moderate rain
494,Bacolod,10.6667,122.95,77.77,81,100,6.78,PH,overcast clouds
495,Pachino,36.7186,15.0907,48.0,93,40,3.44,IT,scattered clouds
496,Loviisa,60.4566,26.2251,35.01,94,100,5.91,FI,overcast clouds
497,Belyy Yar,53.6039,91.3903,24.8,86,100,2.24,RU,overcast clouds
498,Constitucion,-35.3333,-72.4167,68.09,52,46,15.86,CL,scattered clouds
499,Alenquer,-1.9417,-54.7383,84.2,74,75,12.66,BR,light rain
500,San Quintin,30.4833,-115.95,66.43,38,0,10.85,MX,clear sky
501,Goldap,54.3063,22.3036,40.17,87,100,8.63,PL,light rain
502,Westport,41.1415,-73.3579,64.99,42,1,12.66,US,clear sky
503,Haukipudas,65.1765,25.3523,39.2,81,90,9.22,FI,overcast clouds
504,Fremont,37.5483,-121.9886,77.0,21,1,11.5,US,clear sky
505,Sarakhs,36.5449,61.1577,59.0,88,73,6.91,IR,broken clouds
506,Ushtobe,45.2514,77.9838,48.72,87,100,12.95,KZ,overcast clouds
507,Izumo,35.3667,132.7667,57.2,82,90,16.11,JP,moderate rain
508,Wanaka,-44.7,169.15,59.61,84,79,5.64,NZ,broken clouds
509,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.79,83,90,7.11,BR,overcast clouds
510,Dingzhou,38.5131,114.9956,50.0,100,63,6.71,CN,mist
511,Batagay,67.6333,134.6333,2.77,97,100,2.35,RU,overcast clouds
512,Langsa,4.4683,97.9683,74.3,92,55,2.04,ID,broken clouds
513,Atar,20.5169,-13.0499,81.68,15,1,4.76,MR,clear sky
514,Huarmey,-10.0681,-78.1522,74.21,74,37,8.32,PE,scattered clouds
515,Meulaboh,4.1363,96.1285,75.69,90,84,4.5,ID,broken clouds
516,Gerash,27.6652,54.1371,71.6,24,0,4.45,IR,clear sky
517,Balkanabat,39.5108,54.3671,52.99,64,99,16.51,TM,overcast clouds
518,Erenhot,43.6475,111.9767,31.12,41,4,21.99,CN,clear sky
519,Pokrovsk,48.282,37.1758,39.18,92,100,5.3,UA,overcast clouds
520,Nha Trang,12.25,109.1833,75.2,94,20,3.44,VN,few clouds
521,Synya,65.3718,58.0387,19.47,94,100,5.06,RU,overcast clouds
522,San-Pedro,4.7485,-6.6363,78.66,86,6,5.79,CI,clear sky
523,Atambua,-9.1061,124.8925,72.99,90,100,3.85,ID,overcast clouds
524,Shimoda,34.6667,138.95,61.0,80,100,12.91,JP,overcast clouds
525,Vestmannaeyjar,63.4427,-20.2734,37.42,87,96,39.35,IS,light rain
526,Yaqui,27.3667,-110.1667,77.0,15,1,11.5,MX,clear sky
527,Faya,18.3851,42.4509,64.4,48,0,2.08,SA,clear sky
528,Funadhoo,6.15,73.2667,83.14,73,100,12.12,MV,overcast clouds
529,Somova,45.1833,28.6667,45.0,61,6,2.3,RO,clear sky
530,Turukhansk,65.8167,87.9833,-0.92,99,100,5.01,RU,overcast clouds
531,Bagaces,10.5271,-85.2548,91.4,35,20,25.32,CR,few clouds
532,Adrar,20.5022,-10.0711,81.32,5,2,8.63,MR,clear sky
533,Antofagasta,-23.65,-70.4,70.0,68,20,13.8,CL,few clouds
534,Sivaki,52.6333,126.75,28.27,97,100,6.29,RU,overcast clouds
535,Easton,40.6884,-75.2207,69.01,42,1,11.5,US,clear sky
536,Punta De Piedra,7.6176,-71.4916,79.79,65,100,4.12,VE,overcast clouds
537,Yar-Sale,66.8333,70.8333,-11.22,100,49,4.79,RU,scattered clouds
538,Genhe,50.7833,121.5167,31.17,89,100,13.62,CN,light snow
539,Lerwick,60.1545,-1.1494,42.8,70,40,21.85,GB,scattered clouds
540,Vikhorevka,56.1201,101.1636,19.4,86,98,4.47,RU,overcast clouds
541,Waipawa,-41.4122,175.5153,64.4,68,75,19.57,NZ,broken clouds
542,Bentiu,9.2333,29.8333,87.96,29,2,2.24,SS,clear sky
543,Warrnambool,-38.3833,142.4833,52.0,94,100,9.51,AU,overcast clouds
544,Okhtyrka,50.3104,34.8988,37.27,86,34,3.02,UA,light rain
545,Ust-Tsilma,65.441,52.1498,16.32,96,61,5.3,RU,broken clouds
546,Teguise,29.0605,-13.564,66.2,82,20,5.75,ES,few clouds
547,Monrovia,6.3005,-10.7969,78.8,94,40,3.44,LR,scattered clouds
548,Alice Springs,-23.7,133.8833,68.0,77,21,4.61,AU,few clouds
549,Corrente,-3.7367,-43.3394,74.17,94,53,1.97,BR,light rain
550,Emerald,-23.5333,148.1667,68.0,94,8,5.75,AU,clear sky
551,Murgab,37.4966,61.9714,59.0,88,90,11.5,TM,overcast clouds
552,Dunedin,-45.8742,170.5036,63.0,82,100,1.99,NZ,moderate rain
553,Ashland,40.8167,-82.2665,66.2,42,1,17.27,US,clear sky
554,Palmer,42.1584,-72.3287,64.0,34,75,11.5,US,broken clouds
555,Majene,-3.5403,118.9707,77.97,85,100,6.31,ID,moderate rain
556,Darab,28.7519,54.5444,67.53,20,97,2.62,IR,overcast clouds
557,Tilichiki,60.4667,166.1,3.51,89,100,11.99,RU,light snow
558,Tallahassee,30.4383,-84.2807,84.99,58,75,11.5,US,broken clouds
559,Glendive,47.1053,-104.7125,44.6,49,75,24.16,US,broken clouds
560,Black River,18.0264,-77.8487,84.2,65,20,23.02,JM,few clouds
561,Eyl,7.9803,49.8164,78.4,81,89,13.38,SO,overcast clouds
562,Biltine,14.5333,20.9167,79.52,12,2,23.8,TD,clear sky
563,Salonta,46.8,21.65,50.0,61,72,6.91,RO,broken clouds
564,El Alto,-4.2714,-81.2147,87.8,45,0,10.36,PE,clear sky
565,Madaoua,14.073,5.96,73.54,11,5,11.34,NE,clear sky
566,Chunhuhub,19.55,-88.6833,91.13,40,66,9.33,MX,broken clouds
567,Edea,3.8,10.1333,78.8,100,20,2.15,CM,few clouds
568,Esmeraldas,-19.7625,-44.3139,86.0,48,40,2.3,BR,scattered clouds
569,Ipora,-16.4419,-51.1178,77.54,63,16,1.39,BR,few clouds
570,Camacha,33.0833,-16.3333,64.4,88,40,21.85,PT,scattered clouds
571,General Pico,-35.6566,-63.7568,57.54,89,100,9.98,AR,overcast clouds
572,Great Falls,47.5002,-111.3008,57.2,23,1,14.97,US,clear sky
573,Cerritos,33.8583,-118.0648,80.01,40,1,9.22,US,clear sky
574,Toora-Khem,52.4675,96.11,13.35,96,84,1.81,RU,broken clouds
575,Dunda,-8.1167,34.25,63.14,94,100,1.48,TZ,overcast clouds
576,Kaeo,-35.1,173.7833,69.01,81,100,5.01,NZ,overcast clouds
577,Muros,42.7762,-9.0603,55.0,69,0,6.44,ES,clear sky
578,Kununurra,-15.7667,128.7333,78.8,94,75,1.14,AU,broken clouds
579,Sinnamary,5.3833,-52.95,78.6,84,87,11.07,GF,overcast clouds
580,Elizabeth City,36.2946,-76.2511,68.0,56,90,8.05,US,overcast clouds
581,Price,39.5994,-110.8107,51.8,30,1,11.5,US,clear sky
582,Okhotsk,59.3833,143.3,1.71,94,100,4.83,RU,overcast clouds
583,Assomada,15.1,-23.6833,69.8,68,20,26.46,CV,few clouds
584,Isangel,-19.55,169.2667,80.13,80,6,7.96,VU,clear sky
585,Zhigansk,66.7697,123.3711,0.93,98,93,4.52,RU,overcast clouds
586,Jawhar,2.7809,45.5005,78.58,82,89,11.99,SO,overcast clouds
587,Linfen,36.0889,111.5189,56.39,44,56,3.74,CN,broken clouds
588,Champerico,14.3,-91.9167,93.2,55,40,6.91,GT,scattered clouds
589,Kontagora,10.3999,5.4695,85.69,12,93,9.64,NG,overcast clouds
590,Kikwit,-5.041,18.8162,71.44,87,9,1.03,CD,clear sky
591,Saint Anthony,45.0205,-93.218,46.4,87,90,9.22,US,light rain
592,Kidal,18.4411,1.4078,73.78,8,0,12.73,ML,clear sky
593,Clarence Town,-32.5833,151.7833,60.01,94,75,4.61,AU,broken clouds
594,Norsup,-16.0667,167.3833,82.17,78,29,7.65,VU,scattered clouds
595,Biograd Na Moru,43.9433,15.4519,54.0,87,75,6.91,HR,broken clouds
596,Belomorsk,64.5232,34.7668,34.2,90,100,9.08,RU,overcast clouds
597,Cairns,-16.9167,145.7667,75.2,88,90,5.75,AU,overcast clouds
598,Cochabamba,-17.3895,-66.1568,73.4,33,40,8.05,BO,scattered clouds
599,Zeerust,-25.5369,26.0751,60.8,77,42,3.44,ZA,scattered clouds
600,Acarau,-2.8856,-40.12,77.72,82,65,9.57,BR,broken clouds
601,Totness,5.8833,-56.3167,79.03,82,36,12.41,SR,scattered clouds
602,Severo-Yeniseyskiy,60.3725,93.0408,21.85,95,99,5.35,RU,overcast clouds
603,Saint-Augustin,51.226,-58.6502,23.22,73,85,11.03,CA,overcast clouds
604,Akhaldaba,41.654,42.1516,42.8,87,75,9.22,GE,light rain
605,Luwuk,-0.9516,122.7875,77.22,83,100,3.47,ID,overcast clouds
606,Ankpa,7.3706,7.6253,82.89,18,94,2.82,NG,overcast clouds
607,Orlik,52.5178,99.825,-5.64,96,41,2.51,RU,scattered clouds
608,Ifakara,-8.1333,36.6833,72.39,78,100,2.1,TZ,overcast clouds
609,Ippy,6.2679,21.2247,78.04,63,98,3.47,CF,overcast clouds
610,Maniitsoq,65.4167,-52.9,-4.2,77,15,7.23,GL,few clouds
611,Solnechnyy,50.7214,136.6319,24.78,97,88,1.39,RU,overcast clouds
612,Verkhnetulomskiy,68.6073,31.7962,41.0,70,75,6.71,RU,broken clouds
613,Xichang,27.8964,102.2634,53.33,70,2,1.52,CN,clear sky
614,Lakes Entrance,-37.8811,147.981,50.0,97,75,6.49,AU,broken clouds
615,Altay,47.8667,88.1167,30.61,62,33,8.59,CN,scattered clouds
616,Derzhavinsk,51.1,66.3167,29.8,98,100,3.22,KZ,light snow
617,Kailua,21.4022,-157.7394,78.8,53,75,11.5,US,broken clouds
618,Shahr-E Babak,30.1165,55.1186,62.2,23,8,8.77,IR,clear sky
619,Hinton,53.4001,-117.5857,48.2,37,96,5.75,CA,overcast clouds
620,Carballo,43.213,-8.691,51.8,82,0,2.01,ES,clear sky
621,Kuito,-12.3833,16.9333,62.83,85,100,2.37,AO,light rain
622,Hervey Bay,-25.2986,152.8535,69.01,87,0,3.0,AU,clear sky
623,Monroe,43.1501,-77.6831,54.0,66,40,6.91,US,scattered clouds
624,Nouadhibou,20.931,-17.0347,66.2,82,0,17.27,MR,clear sky
625,Amapa,1.0,-52.0,73.02,97,100,3.27,BR,heavy intensity rain
626,Mezhdurechensk,53.6942,88.0603,25.65,97,100,3.04,RU,overcast clouds
627,Takoradi,4.8845,-1.7554,79.56,84,97,6.04,GH,overcast clouds
628,Aripuana,-9.1667,-60.6333,80.51,87,36,2.17,BR,scattered clouds
629,Northam,51.0333,-4.2167,50.0,81,100,15.01,GB,overcast clouds
630,Gijon,43.5357,-5.6615,52.0,87,5,1.99,ES,clear sky
631,Ilorin,8.5,4.55,87.8,40,0,1.99,NG,clear sky
632,Coahuayana,18.7333,-103.6833,82.4,42,20,9.22,MX,few clouds
633,La Ronge,55.1001,-105.2842,26.6,50,100,5.75,CA,overcast clouds
634,Pampas,-12.4,-74.9,58.82,64,74,7.36,PE,broken clouds
635,Rudbar,30.15,62.6,82.51,15,0,9.28,AF,clear sky
636,Balikpapan,-1.2675,116.8289,73.54,92,86,3.98,ID,heavy intensity rain
637,Puerto Leguizamo,-0.1934,-74.7819,80.51,86,70,2.82,CO,broken clouds
638,Stafford,52.8052,-2.1164,46.0,56,100,5.01,GB,overcast clouds
639,Waterboro,43.5356,-70.7151,54.0,62,1,5.75,US,clear sky
640,Roma,43.2128,-75.4557,48.99,53,90,2.57,US,overcast clouds
641,Altamont,42.2068,-121.7372,62.01,30,1,3.44,US,clear sky
642,Kapuskasing,49.4169,-82.4331,39.2,38,100,3.44,CA,overcast clouds
643,Mabai,23.0128,104.4508,57.52,93,92,2.28,CN,overcast clouds
644,Ormara,25.2088,64.6357,77.41,81,88,12.28,PK,overcast clouds
645,Maralal,1.0968,36.698,62.2,57,100,4.85,KE,overcast clouds
646,Bergama,39.1207,27.1805,50.0,66,0,2.3,TR,clear sky
647,Normandin,48.8333,-72.5321,37.4,60,91,13.8,CA,overcast clouds
648,Graham,47.0529,-122.2943,55.99,62,1,3.36,US,clear sky
649,Visnes,59.3556,5.2242,42.01,87,44,8.05,NO,scattered clouds
650,Bay Roberts,47.5999,-53.2648,28.99,96,100,13.0,CA,snow
651,Souillac,-20.5167,57.5167,77.0,83,75,5.75,MU,broken clouds
652,Tynda,55.1667,124.7167,19.27,97,100,2.35,RU,light snow
653,Caucaia,-3.7361,-38.6531,78.8,83,40,3.44,BR,scattered clouds
654,Port Blair,11.6667,92.75,82.4,78,75,2.3,IN,moderate rain
655,La Crosse,43.8014,-91.2396,46.4,93,90,2.33,US,mist
656,Talara,-4.5772,-81.2719,87.8,45,0,10.36,PE,clear sky
657,Kieta,-6.2167,155.6333,80.69,79,96,5.86,PG,light rain
658,La Orilla,17.9833,-102.2333,82.45,45,0,10.33,MX,clear sky
659,Zempoala,19.45,-96.4167,89.01,58,1,9.22,MX,clear sky
660,Zaozhuang,34.8647,117.5542,51.1,94,0,4.12,CN,clear sky
661,Diamantino,-14.4086,-56.4461,79.65,74,50,5.41,BR,scattered clouds
662,Watertown,42.3709,-71.1828,62.01,44,1,11.5,US,clear sky
663,Ginir,7.1333,40.7,61.05,34,100,5.32,ET,overcast clouds
664,Ejura,7.3856,-1.3562,79.84,74,84,3.27,GH,moderate rain
665,Brownsburg,39.8434,-86.3978,73.99,38,1,11.5,US,clear sky
666,Xai-Xai,-25.0519,33.6442,77.22,72,33,14.61,MZ,scattered clouds
667,Uyuni,-20.4597,-66.825,62.08,35,49,14.67,BO,scattered clouds
668,Biak,-0.9131,122.8766,76.28,82,100,3.65,ID,overcast clouds
669,Fort-Shevchenko,44.5086,50.263,40.62,76,96,14.63,KZ,overcast clouds
670,Lashio,22.9333,97.75,59.85,37,7,1.63,MM,clear sky
671,Thaton,16.9206,97.3714,80.28,78,53,3.04,MM,broken clouds
672,Christchurch,-43.5333,172.6333,72.0,60,41,5.75,NZ,scattered clouds
673,Elko,41.0002,-115.5012,55.99,30,1,6.22,US,clear sky
674,Bundoran,54.4778,-8.2809,48.99,93,90,26.46,IE,overcast clouds
675,Kurdzhinovo,43.9884,40.9552,30.65,84,80,4.43,RU,broken clouds
676,Nova Olinda Do Norte,-3.8881,-59.0942,81.37,83,69,3.09,BR,broken clouds
677,Alim,9.5649,122.4876,78.94,78,99,5.93,PH,overcast clouds
678,Uige,-7.6087,15.0613,67.17,95,83,2.42,AO,broken clouds
679,Bako,5.7833,36.5667,69.91,43,100,3.13,ET,overcast clouds
680,Davila,18.4726,120.5763,78.51,79,62,3.94,PH,broken clouds
681,Hualmay,-11.0964,-77.6139,73.69,73,19,7.63,PE,few clouds
682,Rodrigues Alves,-7.738,-72.6509,84.2,74,75,4.61,BR,broken clouds
683,Kualakapuas,-3.0091,114.3876,75.2,100,87,2.3,ID,overcast clouds
684,Pokhara,28.2333,83.9833,64.26,20,5,6.96,NP,clear sky
685,Rocha,-34.4833,-54.3333,71.37,84,100,4.9,UY,overcast clouds
686,Ketchikan,55.3422,-131.6461,42.8,100,90,16.11,US,moderate rain
687,Loandjili,-4.7561,11.8578,84.2,79,20,10.36,CG,few clouds
688,Beaverlodge,55.2166,-119.4361,41.0,65,75,3.44,CA,broken clouds
689,Arroyo,41.6096,-4.7969,52.0,66,0,5.75,ES,clear sky
690,Puerto Colombia,10.9878,-74.9547,80.22,75,0,27.09,CO,clear sky
691,Tomatlan,19.9333,-105.25,85.96,31,83,9.75,MX,broken clouds
692,Yenagoa,4.9247,6.2642,79.23,84,100,4.07,NG,overcast clouds
693,Sorland,67.667,12.6934,40.39,83,100,28.54,NO,overcast clouds
694,Muyezerskiy,63.9333,31.65,34.02,90,98,9.89,RU,overcast clouds
695,Gonen,40.1049,27.654,46.0,81,0,3.44,TR,clear sky
696,Baherden,38.4362,57.4316,59.99,45,53,12.44,TM,broken clouds
697,Ugoofaaru,5.6667,73.0,82.29,75,100,12.95,MV,overcast clouds
